user_id,timestamp,device_type,location,age_group,gender,ad_id,content_type,ad_topic,ad_target_audience,click_through_rate,conversion_rate,engagement_level,view_time,cost_per_click,click_through_rate,conversion_rate,ROI_Category
285,2025-03-06 00:00:36,Tablet,India,25-34,Male,A7809,Video,Automotive,Tech Enthusiasts,0.043878833153153655,0.0602,Liked,18,1.34,0.043878833153153655,0.0602,Low
861,2025-09-09 04:12:08,Mobile,Germany,45-54,Male,A8043,Text,Fashion,Tech Enthusiasts,0.016470222539803764,0.1157,Ignored,26,1.45,0.016470222539803764,0.1157,Low
580,2025-12-15 04:23:45,Tablet,Germany,45-54,Female,A1712,Image,Electronics,Young Adults,0.0454959203047383,0.0118,Liked,60,1.15,0.0454959203047383,0.0118,Low
620,2025-03-06 02:05:43,Desktop,Canada,25-34,Male,A1518,Video,Health,Young Adults,0.07060740451010213,0.0705,Liked,44,1.03,0.07060740451010213,0.0705,Low
858,2025-07-18 16:23:10,Tablet,India,35-44,Female,A9281,Video,Fashion,Tech Enthusiasts,0.022189198117640127,0.0695,Ignored,15,0.1,0.022189198117640127,0.0695,Low
673,2025-10-30 17:47:25,Desktop,Germany,25-34,Male,A6119,Video,Automotive,Young Adults,0.14973254206727402,0.0942,Liked,58,0.71,0.14973254206727402,0.0942,Low
294,2025-12-17 03:05:20,Tablet,UK,55+,Male,A1593,Text,Health,Young Adults,0.03546939914686491,0.123,Liked,58,0.49,0.03546939914686491,0.123,Low
237,2025-02-19 20:32:13,Tablet,India,55+,Female,A8410,Text,Fashion,Family Oriented,0.07757186645509771,0.1033,Liked,58,1.04,0.07757186645509771,0.1033,Low
463,2025-04-19 13:25:13,Mobile,USA,55+,Female,A2651,Image,Health,Tech Enthusiasts,0.07279893476790796,0.0132,Liked,56,0.12,0.07279893476790796,0.0132,Low
499,2025-06-14 18:05:05,Mobile,Canada,45-54,Male,A7541,Video,Travel,Travel Lovers,0.08998936955561071,0.0837,Ignored,21,0.27,0.08998936955561071,0.0837,Low
389,2025-06-11 01:23:11,Tablet,Canada,18-24,Female,A6032,Video,Fashion,Young Adults,0.040009214731900354,0.0792,Liked,46,1.25,0.040009214731900354,0.0792,Low
207,2025-02-19 18:41:25,Desktop,Germany,35-44,Female,A1493,Text,Automotive,Travel Lovers,0.057785534222050995,0.0997,Liked,29,1.37,0.057785534222050995,0.0997,Low
426,2025-05-19 18:52:27,Mobile,India,35-44,Male,A5107,Text,Travel,Tech Enthusiasts,0.0781012424832811,0.1256,Ignored,45,0.16,0.0781012424832811,0.1256,Low
947,2025-11-02 08:56:48,Tablet,USA,18-24,Male,A2884,Video,Electronics,Tech Enthusiasts,0.02061432082749512,0.1425,Ignored,20,0.76,0.02061432082749512,0.1425,Low
483,2025-08-01 20:09:34,Tablet,Germany,45-54,Male,A7926,Video,Automotive,Fitness Lovers,0.030348836372264126,0.0554,Liked,21,0.96,0.030348836372264126,0.0554,Low
162,2025-09-01 05:47:45,Tablet,India,25-34,Male,A3251,Video,Health,Fitness Lovers,0.033024903750846844,0.125,Shared,36,1.5,0.033024903750846844,0.125,Low
416,2025-05-04 08:07:40,Mobile,India,25-34,Female,A2445,Text,Travel,Young Adults,0.08191113314917563,0.1227,Shared,11,0.64,0.08191113314917563,0.1227,Low
925,2025-04-12 03:57:50,Desktop,India,35-44,Male,A3526,Video,Travel,Young Adults,0.09187303348460354,0.0873,Liked,60,0.38,0.09187303348460354,0.0873,Low
491,2025-03-10 07:57:36,Tablet,India,25-34,Male,A5497,Image,Electronics,Travel Lovers,0.1407105425526207,0.1224,Shared,49,0.17,0.1407105425526207,0.1224,Medium
260,2025-04-01 21:01:23,Mobile,Canada,18-24,Female,A8305,Image,Electronics,Tech Enthusiasts,0.05007085021657607,0.1353,Shared,56,0.32,0.05007085021657607,0.1353,Low
647,2025-10-17 06:13:30,Tablet,Canada,18-24,Male,A7213,Video,Automotive,Fitness Lovers,0.13901542309496093,0.0538,Ignored,29,0.44,0.13901542309496093,0.0538,Low
663,2025-09-24 09:00:44,Mobile,USA,45-54,Male,A8694,Image,Automotive,Fitness Lovers,0.04193414087244304,0.105,Commented,17,0.3,0.04193414087244304,0.105,Low
927,2025-10-30 19:41:28,Desktop,India,55+,Male,A1789,Image,Electronics,Fitness Lovers,0.018056943993625667,0.0311,Shared,55,0.42,0.018056943993625667,0.0311,Low
120,2025-12-16 06:07:32,Tablet,Canada,45-54,Male,A2326,Text,Electronics,Travel Lovers,0.09523716259351105,0.0956,Liked,36,0.93,0.09523716259351105,0.0956,Low
239,2025-11-14 15:58:31,Mobile,India,55+,Female,A3647,Text,Electronics,Family Oriented,0.06606763141961222,0.021,Liked,45,1.44,0.06606763141961222,0.021,Low
270,2025-03-28 23:09:58,Desktop,Canada,55+,Female,A8347,Text,Fashion,Fitness Lovers,0.0809361011190185,0.0587,Ignored,58,0.19,0.0809361011190185,0.0587,Low
711,2025-09-22 09:21:59,Mobile,USA,25-34,Female,A6629,Text,Travel,Family Oriented,0.0320815072860822,0.1054,Liked,40,1.27,0.0320815072860822,0.1054,Low
971,2025-08-19 05:32:07,Tablet,UK,55+,Male,A8228,Text,Travel,Young Adults,0.06723003279348032,0.0745,Shared,20,0.71,0.06723003279348032,0.0745,Low
769,2025-09-11 05:48:40,Desktop,Canada,18-24,Male,A3626,Text,Automotive,Travel Lovers,0.09326357373072189,0.1198,Shared,17,1.26,0.09326357373072189,0.1198,Low
159,2025-12-26 16:23:49,Tablet,USA,18-24,Male,A5505,Text,Electronics,Family Oriented,0.04830214742732487,0.1324,Shared,57,1.22,0.04830214742732487,0.1324,Low
876,2025-09-10 11:54:31,Desktop,India,45-54,Male,A9485,Text,Electronics,Young Adults,0.11809538936102727,0.1319,Liked,41,0.6,0.11809538936102727,0.1319,Low
309,2025-11-13 18:26:55,Tablet,India,45-54,Male,A5357,Image,Fashion,Family Oriented,0.08478482136365402,0.0307,Commented,28,1.4,0.08478482136365402,0.0307,Low
613,2025-11-06 20:56:29,Mobile,Canada,35-44,Female,A6797,Image,Health,Young Adults,0.14017976004779623,0.031,Shared,12,1.44,0.14017976004779623,0.031,Low
220,2025-07-17 14:06:56,Desktop,India,55+,Male,A1443,Video,Health,Travel Lovers,0.12540208596339023,0.0552,Liked,24,1.25,0.12540208596339023,0.0552,Low
994,2025-10-28 10:42:26,Tablet,India,55+,Male,A9767,Video,Travel,Travel Lovers,0.01016162643785101,0.017,Ignored,20,0.56,0.01016162643785101,0.017,Low
965,2025-07-09 19:09:38,Mobile,UK,55+,Female,A8919,Image,Automotive,Family Oriented,0.11414674720853021,0.0897,Liked,10,1.14,0.11414674720853021,0.0897,Low
815,2025-08-27 12:31:13,Tablet,Germany,35-44,Female,A1539,Image,Electronics,Tech Enthusiasts,0.014812556308215229,0.0288,Liked,48,0.97,0.014812556308215229,0.0288,Low
104,2025-01-18 00:14:02,Desktop,Germany,45-54,Female,A6223,Video,Electronics,Fitness Lovers,0.09804994206018237,0.0703,Shared,41,0.7,0.09804994206018237,0.0703,Low
647,2025-04-30 10:48:48,Tablet,Canada,18-24,Male,A3525,Image,Fashion,Fitness Lovers,0.09007707176321438,0.0923,Shared,25,0.21,0.09007707176321438,0.0923,Low
240,2025-12-16 23:17:38,Mobile,UK,55+,Female,A2364,Image,Fashion,Travel Lovers,0.07007374376444801,0.0535,Ignored,57,0.24,0.07007374376444801,0.0535,Low
793,2025-05-21 23:32:15,Mobile,India,25-34,Female,A7869,Text,Automotive,Family Oriented,0.021900588529222546,0.0973,Liked,23,0.59,0.021900588529222546,0.0973,Low
483,2025-02-10 10:08:20,Desktop,USA,25-34,Female,A2326,Image,Automotive,Travel Lovers,0.03661187425712032,0.0581,Shared,31,0.32,0.03661187425712032,0.0581,Low
438,2025-06-18 11:22:55,Desktop,Canada,45-54,Female,A2239,Video,Health,Tech Enthusiasts,0.07139089169787345,0.0863,Ignored,11,0.22,0.07139089169787345,0.0863,Low
824,2025-06-19 11:49:33,Desktop,Canada,45-54,Female,A5837,Image,Travel,Fitness Lovers,0.054042226767027454,0.0751,Commented,52,0.29,0.054042226767027454,0.0751,Low
906,2025-02-25 23:08:56,Mobile,India,18-24,Male,A3940,Video,Electronics,Family Oriented,0.019130402538096086,0.0831,Ignored,17,0.28,0.019130402538096086,0.0831,Low
714,2025-11-29 06:33:08,Tablet,India,25-34,Female,A7896,Text,Health,Young Adults,0.11303806875259023,0.139,Ignored,11,0.88,0.11303806875259023,0.139,Low
755,2025-01-01 02:05:35,Mobile,India,25-34,Female,A4389,Video,Automotive,Family Oriented,0.12831456421447618,0.0167,Ignored,11,0.72,0.12831456421447618,0.0167,Low
786,2025-08-08 03:44:45,Mobile,Germany,25-34,Female,A7347,Video,Automotive,Travel Lovers,0.04337612529102691,0.0441,Shared,58,0.85,0.04337612529102691,0.0441,Low
921,2025-10-24 02:36:51,Mobile,USA,45-54,Male,A4089,Video,Electronics,Travel Lovers,0.1471126017985531,0.1079,Shared,35,0.59,0.1471126017985531,0.1079,Low
931,2025-06-02 14:29:38,Desktop,Germany,35-44,Female,A3386,Image,Electronics,Family Oriented,0.11249139824179442,0.0623,Shared,40,1.03,0.11249139824179442,0.0623,Low
954,2025-11-23 13:22:14,Desktop,Canada,55+,Female,A6754,Text,Fashion,Tech Enthusiasts,0.10913385392617779,0.1251,Shared,55,0.81,0.10913385392617779,0.1251,Low
997,2025-10-02 04:19:32,Mobile,Germany,18-24,Male,A5753,Text,Travel,Young Adults,0.11554111389855969,0.1061,Shared,49,0.36,0.11554111389855969,0.1061,Low
109,2025-12-02 03:25:04,Tablet,Germany,25-34,Female,A3675,Image,Fashion,Tech Enthusiasts,0.11492982764873144,0.0305,Ignored,17,1.03,0.11492982764873144,0.0305,Low
250,2025-07-26 03:35:31,Tablet,Canada,55+,Female,A2479,Image,Travel,Travel Lovers,0.11955269903918528,0.0521,Liked,12,0.42,0.11955269903918528,0.0521,Low
209,2025-05-04 11:51:43,Mobile,Germany,35-44,Male,A4205,Video,Electronics,Travel Lovers,0.1250555624509229,0.1478,Shared,11,1.24,0.1250555624509229,0.1478,Low
747,2025-12-23 20:23:06,Tablet,UK,45-54,Female,A6782,Image,Automotive,Family Oriented,0.14911797685569828,0.0494,Commented,56,0.25,0.14911797685569828,0.0494,Low
188,2025-05-02 15:12:56,Desktop,Canada,25-34,Male,A6621,Text,Health,Travel Lovers,0.10784538431833368,0.0204,Ignored,26,1.2,0.10784538431833368,0.0204,Low
294,2025-04-16 16:06:57,Desktop,India,25-34,Female,A6187,Video,Travel,Tech Enthusiasts,0.01783115774827335,0.0456,Shared,55,0.67,0.01783115774827335,0.0456,Low
143,2025-04-24 07:30:12,Desktop,USA,18-24,Female,A4307,Image,Electronics,Young Adults,0.11877912738652129,0.0348,Liked,34,0.39,0.11877912738652129,0.0348,Low
152,2025-11-26 22:23:29,Mobile,USA,25-34,Male,A8572,Text,Automotive,Family Oriented,0.0318225429222475,0.1068,Ignored,20,0.43,0.0318225429222475,0.1068,Low
803,2025-12-28 16:41:59,Desktop,Canada,18-24,Male,A4721,Text,Travel,Fitness Lovers,0.14596577652293574,0.1015,Commented,52,1.36,0.14596577652293574,0.1015,Low
798,2025-03-16 16:50:05,Desktop,USA,25-34,Male,A8700,Video,Fashion,Tech Enthusiasts,0.08959767375383303,0.134,Shared,40,0.14,0.08959767375383303,0.134,Low
863,2025-09-24 02:05:52,Tablet,India,25-34,Male,A3642,Text,Travel,Family Oriented,0.09016722477251594,0.0415,Shared,26,0.73,0.09016722477251594,0.0415,Low
248,2025-05-29 11:09:43,Mobile,UK,18-24,Male,A3019,Text,Automotive,Tech Enthusiasts,0.12342191453485302,0.0405,Liked,44,1.44,0.12342191453485302,0.0405,Low
118,2025-09-08 04:03:05,Tablet,UK,35-44,Male,A1648,Text,Fashion,Family Oriented,0.013328696400116594,0.0721,Ignored,39,0.16,0.013328696400116594,0.0721,Low
523,2025-07-14 14:28:42,Desktop,Canada,25-34,Male,A3473,Text,Travel,Family Oriented,0.06177804369231218,0.1131,Shared,13,1.49,0.06177804369231218,0.1131,Low
751,2025-01-09 01:24:57,Tablet,Germany,35-44,Male,A7461,Image,Travel,Tech Enthusiasts,0.11848703127638517,0.0648,Commented,45,0.61,0.11848703127638517,0.0648,Low
873,2025-10-05 03:17:09,Tablet,India,18-24,Female,A7762,Image,Travel,Family Oriented,0.11097723743380351,0.1182,Commented,10,1.02,0.11097723743380351,0.1182,Low
868,2025-02-21 05:33:32,Desktop,Germany,18-24,Male,A7490,Text,Travel,Young Adults,0.10156177943074168,0.0484,Ignored,31,1.19,0.10156177943074168,0.0484,Low
444,2025-09-14 15:57:28,Tablet,USA,55+,Male,A5518,Video,Health,Fitness Lovers,0.14903500254715912,0.1251,Ignored,59,0.99,0.14903500254715912,0.1251,Low
924,2025-01-09 06:16:13,Desktop,India,18-24,Male,A7052,Image,Travel,Family Oriented,0.04227417576053619,0.0667,Shared,14,0.73,0.04227417576053619,0.0667,Low
539,2025-09-16 00:29:04,Desktop,UK,35-44,Male,A9497,Video,Fashion,Fitness Lovers,0.09467872108292613,0.0878,Shared,56,1.04,0.09467872108292613,0.0878,Low
790,2025-04-10 20:04:19,Desktop,USA,25-34,Male,A2129,Text,Automotive,Travel Lovers,0.12294647033962473,0.0981,Liked,15,0.48,0.12294647033962473,0.0981,Low
446,2025-12-11 01:57:06,Desktop,Germany,18-24,Female,A9035,Image,Travel,Fitness Lovers,0.02138807225312299,0.0687,Shared,49,0.91,0.02138807225312299,0.0687,Low
491,2025-02-18 17:23:24,Tablet,USA,35-44,Male,A7180,Image,Automotive,Tech Enthusiasts,0.018245258628456693,0.0268,Liked,20,1.39,0.018245258628456693,0.0268,Low
580,2025-10-30 20:28:42,Tablet,Germany,18-24,Female,A9000,Video,Travel,Young Adults,0.07590675669742053,0.1139,Shared,56,0.93,0.07590675669742053,0.1139,Low
868,2025-11-04 15:45:59,Mobile,India,18-24,Male,A4342,Image,Fashion,Fitness Lovers,0.13310174540044542,0.0151,Liked,42,1.39,0.13310174540044542,0.0151,Low
168,2025-03-17 01:55:17,Tablet,USA,18-24,Male,A5720,Image,Travel,Fitness Lovers,0.012332118717281564,0.1311,Ignored,50,0.41,0.012332118717281564,0.1311,Low
380,2025-03-23 07:22:25,Mobile,UK,45-54,Male,A4714,Video,Electronics,Tech Enthusiasts,0.061343687720054885,0.1426,Liked,51,1.11,0.061343687720054885,0.1426,Low
526,2025-10-22 04:03:37,Mobile,Germany,35-44,Female,A5066,Image,Automotive,Travel Lovers,0.0676636919608234,0.1459,Liked,55,0.39,0.0676636919608234,0.1459,Low
250,2025-10-10 05:07:51,Mobile,USA,35-44,Male,A1036,Text,Health,Tech Enthusiasts,0.11593966818933261,0.0394,Ignored,25,1.42,0.11593966818933261,0.0394,Low
339,2025-03-11 10:05:00,Mobile,USA,25-34,Female,A1686,Image,Electronics,Family Oriented,0.07423247017594552,0.0423,Ignored,42,1.18,0.07423247017594552,0.0423,Low
702,2025-09-10 22:39:27,Tablet,USA,18-24,Female,A1551,Text,Automotive,Young Adults,0.07097229840976611,0.0399,Shared,25,1.04,0.07097229840976611,0.0399,Low
191,2025-05-19 05:03:12,Tablet,India,25-34,Female,A2033,Video,Travel,Tech Enthusiasts,0.07301134296826998,0.0407,Ignored,15,1.23,0.07301134296826998,0.0407,Low
230,2025-11-13 03:20:10,Desktop,USA,55+,Female,A5698,Video,Electronics,Tech Enthusiasts,0.0497172680263896,0.1297,Commented,25,1.15,0.0497172680263896,0.1297,Low
402,2025-07-13 01:51:32,Tablet,USA,35-44,Female,A3409,Image,Electronics,Family Oriented,0.09451667659173038,0.1227,Ignored,42,1.37,0.09451667659173038,0.1227,Low
660,2025-05-10 18:25:36,Mobile,Germany,25-34,Male,A2909,Image,Fashion,Tech Enthusiasts,0.015383524323078424,0.1336,Liked,17,1.35,0.015383524323078424,0.1336,Low
261,2025-12-29 14:36:08,Tablet,Germany,18-24,Female,A4255,Text,Travel,Young Adults,0.036780160024170915,0.0834,Shared,16,0.24,0.036780160024170915,0.0834,Low
479,2025-10-11 00:46:25,Desktop,Germany,55+,Female,A7179,Text,Health,Travel Lovers,0.030260103274187912,0.1091,Commented,32,0.39,0.030260103274187912,0.1091,Low
579,2025-01-03 03:23:14,Desktop,Canada,45-54,Male,A6902,Video,Electronics,Fitness Lovers,0.028145056597029476,0.1012,Commented,46,0.56,0.028145056597029476,0.1012,Low
591,2025-04-30 20:22:14,Desktop,USA,45-54,Female,A8362,Text,Automotive,Family Oriented,0.10204689164825716,0.1498,Shared,31,0.69,0.10204689164825716,0.1498,Low
909,2025-08-08 18:21:32,Desktop,UK,35-44,Male,A7620,Image,Health,Travel Lovers,0.05234092281415724,0.1065,Liked,10,0.79,0.05234092281415724,0.1065,Low
660,2025-03-24 04:51:18,Tablet,Canada,18-24,Female,A2996,Image,Automotive,Travel Lovers,0.13538244193848084,0.0292,Ignored,44,1.33,0.13538244193848084,0.0292,Low
631,2025-07-19 06:39:01,Desktop,UK,45-54,Female,A8688,Video,Automotive,Young Adults,0.11342271748095699,0.0769,Liked,41,0.81,0.11342271748095699,0.0769,Low
388,2025-09-28 13:58:01,Desktop,Germany,25-34,Female,A7445,Image,Travel,Fitness Lovers,0.13294775665879516,0.0182,Shared,54,1.09,0.13294775665879516,0.0182,Low
199,2025-05-19 17:46:21,Desktop,Canada,45-54,Male,A9943,Video,Health,Young Adults,0.14288749528166494,0.1056,Liked,37,0.39,0.14288749528166494,0.1056,Low
340,2025-10-01 23:09:13,Mobile,Canada,35-44,Male,A2604,Video,Fashion,Young Adults,0.08019048859670143,0.1082,Ignored,24,0.13,0.08019048859670143,0.1082,Low
843,2025-07-06 01:54:27,Mobile,India,55+,Male,A5023,Video,Fashion,Fitness Lovers,0.08740191212293459,0.1095,Shared,25,1.25,0.08740191212293459,0.1095,Low
184,2025-10-18 01:30:01,Tablet,USA,25-34,Male,A4914,Video,Travel,Family Oriented,0.11833134753083303,0.1238,Ignored,21,0.7,0.11833134753083303,0.1238,Low
569,2025-01-22 05:41:08,Desktop,Canada,25-34,Male,A2761,Video,Automotive,Family Oriented,0.0205409129326753,0.0508,Commented,47,0.54,0.0205409129326753,0.0508,Low
417,2025-11-14 07:31:51,Tablet,UK,55+,Male,A1681,Video,Travel,Travel Lovers,0.06487513121719408,0.0995,Liked,41,1.4,0.06487513121719408,0.0995,Low
252,2025-02-12 06:50:19,Desktop,Canada,25-34,Male,A9837,Text,Health,Travel Lovers,0.075989183252731,0.0272,Liked,29,1.08,0.075989183252731,0.0272,Low
151,2025-08-08 13:14:40,Mobile,Germany,25-34,Male,A1056,Video,Health,Tech Enthusiasts,0.08730832071516655,0.0508,Shared,40,1.2,0.08730832071516655,0.0508,Low
299,2025-08-05 13:34:41,Desktop,UK,35-44,Female,A6088,Text,Automotive,Tech Enthusiasts,0.12625801135502085,0.0887,Liked,49,1.01,0.12625801135502085,0.0887,Low
879,2025-04-21 22:57:46,Tablet,USA,35-44,Male,A1996,Image,Travel,Travel Lovers,0.0510865545586033,0.0461,Commented,44,0.7,0.0510865545586033,0.0461,Low
646,2025-06-02 00:31:25,Desktop,India,55+,Female,A3804,Image,Travel,Young Adults,0.011991096445636333,0.1065,Commented,18,1.48,0.011991096445636333,0.1065,Low
807,2025-06-19 10:39:26,Tablet,USA,55+,Male,A5618,Video,Automotive,Travel Lovers,0.12451209409757402,0.039,Ignored,58,0.95,0.12451209409757402,0.039,Low
975,2025-02-23 20:31:52,Mobile,Germany,18-24,Female,A5907,Image,Electronics,Young Adults,0.010528767328745,0.0524,Ignored,19,1.37,0.010528767328745,0.0524,Low
265,2025-03-12 03:51:39,Mobile,USA,25-34,Male,A5829,Text,Automotive,Young Adults,0.024402226966224516,0.0122,Liked,39,0.14,0.024402226966224516,0.0122,Low
351,2025-10-01 03:27:42,Desktop,Germany,45-54,Female,A6067,Video,Fashion,Travel Lovers,0.01784226344899401,0.0542,Shared,15,1.42,0.01784226344899401,0.0542,Low
883,2025-04-13 15:14:37,Mobile,UK,35-44,Female,A6379,Video,Health,Young Adults,0.13401150405078113,0.118,Liked,58,0.58,0.13401150405078113,0.118,Low
892,2025-10-28 01:21:05,Mobile,Germany,45-54,Female,A6537,Video,Electronics,Fitness Lovers,0.07414204032654036,0.0386,Commented,52,0.64,0.07414204032654036,0.0386,Low
270,2025-12-01 01:02:07,Desktop,Germany,55+,Female,A7827,Image,Automotive,Travel Lovers,0.14290118259743118,0.056,Commented,43,0.16,0.14290118259743118,0.056,Low
775,2025-11-16 09:37:13,Desktop,UK,18-24,Male,A2728,Video,Automotive,Fitness Lovers,0.07447850040347441,0.1377,Liked,53,1.3,0.07447850040347441,0.1377,Low
466,2025-12-04 09:30:00,Mobile,USA,35-44,Male,A7079,Video,Automotive,Family Oriented,0.04010449749738243,0.0533,Commented,52,0.26,0.04010449749738243,0.0533,Low
202,2025-08-10 03:03:34,Desktop,India,25-34,Female,A7274,Text,Health,Fitness Lovers,0.14909215581238464,0.0849,Commented,47,1.35,0.14909215581238464,0.0849,Low
624,2025-09-01 17:47:23,Mobile,Canada,25-34,Female,A9081,Image,Travel,Tech Enthusiasts,0.06836239507892293,0.136,Ignored,59,0.91,0.06836239507892293,0.136,Low
816,2025-10-31 04:59:46,Tablet,USA,55+,Female,A6782,Video,Fashion,Family Oriented,0.1382149165945954,0.0323,Liked,35,0.31,0.1382149165945954,0.0323,Low
600,2025-03-12 13:29:25,Tablet,USA,25-34,Female,A3988,Image,Automotive,Travel Lovers,0.03127219981124798,0.117,Ignored,30,0.44,0.03127219981124798,0.117,Low
445,2025-07-09 11:50:23,Desktop,Canada,18-24,Male,A7774,Image,Automotive,Young Adults,0.1020704145842715,0.106,Ignored,39,1.25,0.1020704145842715,0.106,Low
674,2025-08-19 00:51:58,Tablet,Germany,45-54,Male,A6053,Video,Travel,Fitness Lovers,0.09210793731980524,0.0286,Liked,11,0.32,0.09210793731980524,0.0286,Low
625,2025-05-08 20:51:18,Desktop,Germany,35-44,Female,A4321,Image,Health,Family Oriented,0.13727837979444524,0.0715,Ignored,50,0.26,0.13727837979444524,0.0715,Low
469,2025-03-15 08:19:12,Mobile,UK,45-54,Male,A5744,Image,Health,Tech Enthusiasts,0.046541760256850244,0.0864,Liked,43,0.41,0.046541760256850244,0.0864,Low
101,2025-08-21 10:29:05,Tablet,UK,25-34,Male,A4514,Video,Health,Young Adults,0.11385037992202056,0.0571,Shared,60,0.34,0.11385037992202056,0.0571,Low
571,2025-07-22 21:17:17,Mobile,Germany,18-24,Male,A8062,Text,Fashion,Tech Enthusiasts,0.059893977135852615,0.1169,Liked,39,0.63,0.059893977135852615,0.1169,Low
675,2025-08-28 19:45:25,Mobile,Canada,18-24,Male,A3416,Video,Electronics,Family Oriented,0.011637453257329795,0.0785,Ignored,45,0.8,0.011637453257329795,0.0785,Low
854,2025-05-16 23:41:21,Tablet,USA,45-54,Female,A4128,Image,Travel,Family Oriented,0.021856391659691284,0.0321,Ignored,60,1.43,0.021856391659691284,0.0321,Low
