user_id,timestamp,device_type,location,age_group,gender,ad_id,content_type,ad_topic,ad_target_audience,click_through_rate,conversion_rate,engagement_level,view_time,cost_per_click,click_through_rate,conversion_rate,ROI
784,2025-01-19 07:27:27,Desktop,Canada,35-44,Male,A6580,Image,Travel,Family Oriented,0.05469008923591174,0.041,Shared,49,1.34,0.05469008923591174,0.041,0.17
790,2025-06-06 05:20:50,Desktop,Germany,55+,Male,A1404,Image,Travel,Family Oriented,0.04673195825235945,0.0908,Ignored,46,0.65,0.04673195825235945,0.0908,0.65
292,2025-12-14 21:29:38,Mobile,India,25-34,Female,A9976,Image,Electronics,Family Oriented,0.09679890889219372,0.1412,Shared,32,1.15,0.09679890889219372,0.1412,1.19
504,2025-11-18 13:25:41,Tablet,USA,55+,Male,A5519,Image,Fashion,Family Oriented,0.12922699104205354,0.0925,Liked,12,1.43,0.12922699104205354,0.0925,0.84
927,2025-08-28 02:14:47,Tablet,UK,35-44,Female,A5619,Video,Health,Family Oriented,0.14281310067430605,0.0453,Liked,13,0.88,0.14281310067430605,0.0453,0.74
129,2025-05-29 19:40:29,Mobile,Canada,55+,Female,A4493,Video,Automotive,Fitness Lovers,0.11660930739475726,0.1248,Ignored,53,0.21,0.11660930739475726,0.1248,6.93
508,2025-09-03 05:19:13,Desktop,UK,25-34,Female,A1075,Image,Automotive,Travel Lovers,0.013925758805978058,0.0656,Liked,16,0.82,0.013925758805978058,0.0656,0.11
802,2025-07-02 13:31:20,Desktop,India,35-44,Female,A9863,Video,Fashion,Young Adults,0.11667729610956262,0.0431,Liked,23,0.91,0.11667729610956262,0.0431,0.55
617,2025-11-16 22:29:39,Desktop,India,35-44,Female,A3093,Text,Travel,Family Oriented,0.030011039414801433,0.1108,Shared,47,0.27,0.030011039414801433,0.1108,1.23
480,2025-03-14 20:32:30,Tablet,Germany,35-44,Male,A9560,Text,Fashion,Young Adults,0.14342588687555827,0.1401,Ignored,51,0.25,0.14342588687555827,0.1401,8.04
325,2025-06-03 10:40:04,Mobile,USA,45-54,Male,A1175,Text,Travel,Young Adults,0.026348949343782714,0.1155,Commented,36,1.13,0.026348949343782714,0.1155,0.27
678,2025-02-07 09:17:49,Desktop,Germany,25-34,Male,A9301,Text,Travel,Tech Enthusiasts,0.05781187161085139,0.0932,Shared,11,0.43,0.05781187161085139,0.0932,1.25
618,2025-12-18 11:57:39,Desktop,Germany,25-34,Male,A9759,Text,Health,Fitness Lovers,0.1339858171151352,0.0793,Shared,52,1.46,0.1339858171151352,0.0793,0.73
913,2025-09-05 12:07:01,Tablet,Canada,25-34,Male,A2150,Image,Health,Young Adults,0.12024734524390732,0.0122,Shared,28,1.08,0.12024734524390732,0.0122,0.14
294,2025-11-10 07:36:21,Tablet,USA,45-54,Female,A7951,Text,Fashion,Family Oriented,0.03430852603310815,0.0581,Ignored,33,0.48,0.03430852603310815,0.0581,0.42
209,2025-10-11 19:16:08,Mobile,UK,35-44,Female,A4295,Image,Travel,Tech Enthusiasts,0.13971135745236787,0.1394,Liked,25,0.65,0.13971135745236787,0.1394,3.0
832,2025-12-01 19:17:04,Mobile,Germany,45-54,Female,A6389,Text,Fashion,Young Adults,0.01849193287555013,0.0433,Shared,13,0.53,0.01849193287555013,0.0433,0.15
222,2025-10-08 21:15:37,Tablet,Canada,18-24,Male,A1622,Image,Travel,Young Adults,0.07420857511684628,0.065,Ignored,54,0.59,0.07420857511684628,0.065,0.82
216,2025-02-05 11:54:22,Tablet,India,25-34,Male,A1545,Text,Automotive,Family Oriented,0.08575751311223594,0.1297,Ignored,28,0.54,0.08575751311223594,0.1297,2.06
199,2025-09-29 16:35:50,Mobile,Germany,55+,Male,A7371,Video,Automotive,Travel Lovers,0.14689004231849692,0.0999,Commented,53,0.66,0.14689004231849692,0.0999,2.22
359,2025-05-09 02:26:57,Mobile,India,18-24,Male,A8563,Image,Electronics,Travel Lovers,0.09229675309466451,0.0884,Ignored,58,0.64,0.09229675309466451,0.0884,1.27
668,2025-03-22 10:15:16,Mobile,Canada,25-34,Male,A8620,Image,Fashion,Travel Lovers,0.13297007186131146,0.0805,Ignored,43,0.25,0.13297007186131146,0.0805,4.28
954,2025-07-15 10:18:55,Tablet,USA,55+,Female,A9020,Text,Travel,Young Adults,0.10749117417224258,0.0142,Liked,17,0.46,0.10749117417224258,0.0142,0.33
346,2025-01-12 20:57:00,Desktop,USA,55+,Female,A4409,Video,Automotive,Family Oriented,0.12106407469780141,0.0538,Ignored,45,1.24,0.12106407469780141,0.0538,0.53
496,2025-09-19 05:36:51,Mobile,USA,45-54,Male,A9140,Image,Electronics,Travel Lovers,0.09916895757615923,0.046,Shared,42,1.33,0.09916895757615923,0.046,0.34
644,2025-04-17 05:02:52,Mobile,Germany,25-34,Female,A3606,Video,Fashion,Tech Enthusiasts,0.07808372847334771,0.0482,Shared,37,0.18,0.07808372847334771,0.0482,2.09
751,2025-09-12 02:20:01,Desktop,USA,45-54,Male,A7914,Text,Travel,Family Oriented,0.1057257793540308,0.0642,Liked,13,0.95,0.1057257793540308,0.0642,0.71
587,2025-02-09 00:14:10,Desktop,USA,25-34,Female,A5251,Text,Travel,Family Oriented,0.089120869404058,0.0748,Shared,43,0.48,0.089120869404058,0.0748,1.39
285,2025-04-22 02:25:44,Desktop,USA,25-34,Female,A2721,Text,Electronics,Young Adults,0.11231924721413794,0.0108,Liked,28,0.97,0.11231924721413794,0.0108,0.13
649,2025-05-06 08:13:16,Mobile,Canada,45-54,Female,A6703,Text,Electronics,Fitness Lovers,0.13660838821808366,0.0748,Shared,10,0.49,0.13660838821808366,0.0748,2.09
651,2025-01-12 01:51:56,Tablet,India,35-44,Male,A6419,Video,Fashion,Travel Lovers,0.12349616379035908,0.0194,Ignored,27,1.19,0.12349616379035908,0.0194,0.2
582,2025-01-04 13:38:09,Mobile,Canada,45-54,Male,A9747,Video,Travel,Travel Lovers,0.12228663722505195,0.0918,Liked,18,0.94,0.12228663722505195,0.0918,1.19
720,2025-07-05 01:57:35,Desktop,Germany,55+,Male,A9042,Text,Health,Travel Lovers,0.029379981361351268,0.0585,Ignored,35,0.17,0.029379981361351268,0.0585,1.01
972,2025-07-16 13:17:50,Desktop,India,18-24,Male,A5257,Video,Automotive,Family Oriented,0.03225455148306391,0.0469,Liked,23,1.41,0.03225455148306391,0.0469,0.11
619,2025-09-07 04:09:39,Mobile,UK,18-24,Female,A9724,Video,Fashion,Travel Lovers,0.09908079746380015,0.1495,Ignored,50,0.74,0.09908079746380015,0.1495,2.0
236,2025-03-08 07:20:52,Mobile,UK,18-24,Male,A4705,Video,Fashion,Tech Enthusiasts,0.09732909995071552,0.0657,Commented,54,0.35,0.09732909995071552,0.0657,1.83
554,2025-02-28 14:29:56,Desktop,UK,55+,Male,A7039,Text,Health,Family Oriented,0.07918934350257399,0.0969,Ignored,15,1.43,0.07918934350257399,0.0969,0.54
670,2025-11-03 04:21:37,Tablet,UK,45-54,Female,A6525,Image,Fashion,Tech Enthusiasts,0.11380708266556565,0.0539,Shared,15,0.31,0.11380708266556565,0.0539,1.98
973,2025-03-14 16:05:08,Tablet,Germany,45-54,Male,A7073,Text,Automotive,Young Adults,0.04516720554179667,0.0825,Ignored,60,1.01,0.04516720554179667,0.0825,0.37
963,2025-09-09 16:38:13,Mobile,India,45-54,Female,A2131,Video,Fashion,Young Adults,0.10474726851528256,0.0416,Liked,31,1.16,0.10474726851528256,0.0416,0.38
134,2025-12-01 19:19:57,Desktop,India,55+,Female,A9460,Image,Travel,Family Oriented,0.11652797608520724,0.0373,Ignored,20,0.41,0.11652797608520724,0.0373,1.06
204,2025-07-11 03:54:46,Tablet,UK,25-34,Female,A3233,Image,Fashion,Fitness Lovers,0.14771243131026104,0.1066,Liked,37,0.91,0.14771243131026104,0.1066,1.73
567,2025-11-27 09:36:50,Mobile,USA,25-34,Male,A2803,Text,Travel,Travel Lovers,0.0765335874461034,0.1413,Liked,42,1.14,0.0765335874461034,0.1413,0.95
597,2025-02-27 09:19:36,Tablet,India,18-24,Male,A7926,Image,Travel,Fitness Lovers,0.08463655959744536,0.0853,Ignored,11,1.45,0.08463655959744536,0.0853,0.5
843,2025-03-28 21:40:18,Tablet,Canada,45-54,Male,A9044,Video,Health,Tech Enthusiasts,0.06949630484369039,0.1317,Shared,13,0.7,0.06949630484369039,0.1317,1.31
325,2025-07-02 21:10:24,Tablet,UK,55+,Male,A2452,Text,Electronics,Travel Lovers,0.0551289522324875,0.1428,Ignored,53,1.18,0.0551289522324875,0.1428,0.67
951,2025-03-20 17:36:15,Mobile,Canada,25-34,Male,A1250,Video,Fashion,Young Adults,0.1457968891406208,0.0439,Shared,57,1.37,0.1457968891406208,0.0439,0.47
890,2025-08-14 06:30:30,Tablet,USA,25-34,Male,A5864,Image,Automotive,Travel Lovers,0.04522212941471348,0.0803,Shared,49,0.7,0.04522212941471348,0.0803,0.52
228,2025-10-22 12:21:48,Mobile,Canada,25-34,Male,A1722,Image,Electronics,Travel Lovers,0.015608211030112867,0.0974,Ignored,12,0.25,0.015608211030112867,0.0974,0.61
659,2025-04-15 10:17:58,Desktop,USA,55+,Female,A8938,Image,Travel,Fitness Lovers,0.08334187483607093,0.1324,Shared,20,0.58,0.08334187483607093,0.1324,1.9
412,2025-02-22 19:27:51,Desktop,UK,35-44,Male,A3026,Text,Travel,Family Oriented,0.06798170308880974,0.0607,Liked,42,0.98,0.06798170308880974,0.0607,0.42
986,2025-04-26 10:08:39,Desktop,Germany,25-34,Female,A7841,Image,Automotive,Young Adults,0.04364279941235566,0.1037,Ignored,28,1.33,0.04364279941235566,0.1037,0.34
618,2025-04-08 12:45:26,Tablet,USA,45-54,Male,A8476,Text,Travel,Travel Lovers,0.025814490638115778,0.0565,Shared,30,0.98,0.025814490638115778,0.0565,0.15
926,2025-12-21 03:48:55,Desktop,Germany,35-44,Male,A4093,Image,Electronics,Family Oriented,0.056424813033235405,0.0302,Liked,14,1.39,0.056424813033235405,0.0302,0.12
528,2025-01-25 18:43:54,Desktop,USA,45-54,Female,A3623,Video,Travel,Travel Lovers,0.012322877578147451,0.0567,Liked,51,0.61,0.012322877578147451,0.0567,0.11
799,2025-08-29 02:05:37,Desktop,USA,45-54,Female,A7922,Video,Health,Family Oriented,0.0677335701112351,0.0446,Shared,27,1.46,0.0677335701112351,0.0446,0.21
894,2025-12-20 08:54:19,Desktop,USA,55+,Female,A8094,Video,Health,Young Adults,0.04089570438998198,0.1084,Ignored,23,1.5,0.04089570438998198,0.1084,0.3
912,2025-01-16 16:29:36,Tablet,Canada,35-44,Male,A5562,Image,Health,Fitness Lovers,0.13648417789141376,0.1259,Commented,17,0.89,0.13648417789141376,0.1259,1.93
607,2025-08-22 11:10:34,Tablet,USA,35-44,Female,A2631,Image,Fashion,Family Oriented,0.13731534292051126,0.0479,Ignored,51,0.57,0.13731534292051126,0.0479,1.15
162,2025-03-01 02:08:38,Desktop,USA,55+,Female,A1931,Image,Health,Travel Lovers,0.06562115555065784,0.1138,Liked,56,1.49,0.06562115555065784,0.1138,0.5
395,2025-05-17 08:46:06,Tablet,UK,35-44,Female,A3124,Video,Fashion,Tech Enthusiasts,0.14887067512759133,0.0638,Ignored,25,0.94,0.14887067512759133,0.0638,1.01
355,2025-11-21 11:08:36,Desktop,Canada,18-24,Female,A9821,Video,Travel,Tech Enthusiasts,0.12269021084188748,0.0796,Commented,57,0.74,0.12269021084188748,0.0796,1.32
751,2025-11-18 02:36:49,Tablet,UK,35-44,Female,A6797,Text,Electronics,Family Oriented,0.1497642046629253,0.1255,Commented,55,0.64,0.1497642046629253,0.1255,2.94
340,2025-07-10 03:34:24,Tablet,UK,55+,Female,A2742,Video,Fashion,Travel Lovers,0.13625902498040998,0.1018,Ignored,14,0.46,0.13625902498040998,0.1018,3.02
866,2025-11-05 22:48:40,Tablet,Canada,18-24,Male,A1835,Video,Fashion,Fitness Lovers,0.06494186206466208,0.0981,Shared,47,0.82,0.06494186206466208,0.0981,0.78
938,2025-06-17 18:34:27,Mobile,Canada,45-54,Female,A9833,Text,Health,Fitness Lovers,0.048631888884735165,0.0849,Shared,51,1.0,0.048631888884735165,0.0849,0.41
824,2025-04-26 02:29:24,Tablet,USA,55+,Male,A3278,Text,Health,Young Adults,0.0955062801542799,0.063,Liked,34,0.52,0.0955062801542799,0.063,1.16
411,2025-11-11 05:02:12,Desktop,Canada,45-54,Male,A9691,Image,Fashion,Young Adults,0.14472569533762303,0.084,Commented,30,0.16,0.14472569533762303,0.084,7.6
163,2025-01-15 13:52:11,Mobile,USA,25-34,Male,A4976,Image,Travel,Young Adults,0.07509354460267756,0.0772,Ignored,47,0.81,0.07509354460267756,0.0772,0.72
615,2025-02-07 10:08:29,Tablet,India,25-34,Female,A5213,Video,Electronics,Family Oriented,0.05934344890617139,0.1084,Liked,56,1.46,0.05934344890617139,0.1084,0.44
465,2025-04-28 10:49:22,Desktop,UK,35-44,Male,A6992,Image,Automotive,Travel Lovers,0.1400709208567472,0.0985,Shared,53,1.06,0.1400709208567472,0.0985,1.3
278,2025-12-26 12:45:52,Mobile,Canada,45-54,Female,A9246,Image,Fashion,Young Adults,0.09738614353975039,0.084,Shared,39,0.84,0.09738614353975039,0.084,0.97
508,2025-03-31 19:02:04,Mobile,Germany,18-24,Male,A8390,Video,Fashion,Family Oriented,0.0716443309631641,0.1036,Commented,53,0.94,0.0716443309631641,0.1036,0.79
868,2025-04-12 22:58:42,Mobile,UK,55+,Male,A5308,Video,Fashion,Fitness Lovers,0.03142996886671429,0.0488,Ignored,18,0.42,0.03142996886671429,0.0488,0.37
648,2025-08-12 15:43:30,Desktop,Canada,18-24,Male,A5408,Image,Health,Travel Lovers,0.07252470242133051,0.1361,Liked,15,1.14,0.07252470242133051,0.1361,0.87
166,2025-09-28 04:53:54,Mobile,USA,35-44,Female,A2102,Video,Electronics,Young Adults,0.023599442307206085,0.0792,Ignored,34,1.44,0.023599442307206085,0.0792,0.13
231,2025-04-18 21:21:34,Tablet,Canada,18-24,Female,A3517,Image,Travel,Young Adults,0.03577265363494878,0.082,Shared,22,0.41,0.03577265363494878,0.082,0.72
727,2025-12-14 07:51:37,Mobile,USA,18-24,Male,A8269,Video,Health,Tech Enthusiasts,0.039619334925555756,0.0532,Liked,16,1.24,0.039619334925555756,0.0532,0.17
584,2025-09-02 21:16:10,Desktop,USA,55+,Female,A5944,Video,Automotive,Young Adults,0.010971397757088034,0.1462,Commented,17,0.49,0.010971397757088034,0.1462,0.33
341,2025-06-18 09:50:38,Mobile,Canada,18-24,Female,A6763,Video,Automotive,Young Adults,0.13485072410528937,0.067,Ignored,45,1.27,0.13485072410528937,0.067,0.71
621,2025-08-06 12:42:49,Desktop,USA,18-24,Female,A4231,Text,Fashion,Fitness Lovers,0.09816807940294346,0.0857,Commented,13,1.2,0.09816807940294346,0.0857,0.7
617,2025-04-26 23:45:47,Desktop,India,55+,Male,A3334,Video,Electronics,Young Adults,0.08341116789746575,0.0262,Ignored,37,0.98,0.08341116789746575,0.0262,0.22
899,2025-11-17 18:49:22,Tablet,USA,25-34,Male,A2598,Video,Fashion,Fitness Lovers,0.016635509379412855,0.0357,Commented,41,0.83,0.016635509379412855,0.0357,0.07
798,2025-06-21 21:34:15,Desktop,Canada,55+,Female,A8262,Video,Fashion,Tech Enthusiasts,0.014103241407852143,0.0142,Liked,53,0.66,0.014103241407852143,0.0142,0.03
